Region,Refuge Code,Refuge Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Refuge Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Origin,Origin Tags,Abundance,FWS Tags,Refuge Tags,Internal Refuge Tags,ExternalLinks,State Status
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ranunculales,Ranunculaceae,98542,18631,Active,Ranunculus nivalis,Snow buttercup,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ranunculales,Ranunculaceae,98553,18632,Active,Ranunculus occidentalis,Western buttercup,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ranunculales,Ranunculaceae,90507,18658,Active,Thalictrum,"meadowrue, meadow-rue",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Ranunculales,Ranunculaceae,91530,18679,Active,Thalictrum sparsiflorum,fewflower meadow-rue,Thalictrum sparsiflorum var. sparsiflorum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,,121739,24057,Active,Rosales,,Urticales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Elaeagnaceae,130515,27768,Active,Elaeagnaceae,oleasters,Hippophaeaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Elaeagnaceae,130525,27777,Active,Shepherdia,"buffaloberries, buffaloberry",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Elaeagnaceae,130527,27779,Active,Shepherdia canadensis,Russet buffaloberry,Elaeagnus canadensis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,129582,25108,Active,Amelanchier,serviceberry,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,129583,25109,Active,Amelanchier alnifolia,Western serviceberry,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,129605,25129,Active,Aruncus,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,129607,25130,Active,Aruncus dioicus,goat's beard,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,91139,184621,Active,Aruncus dioicus var. vulgaris,Bride's feathers,Aruncus sylvester,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,158479,500213,Active,Comarum,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,155907,501615,Active,Comarum palustre,Purple marshlocks,Potentilla palustris,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,289523,564842,Active,Dasiphora,shrubby cinquefoil,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,837824,836659,Active,Dasiphora fruticosa,shrubby cinquefoil,Potentilla fruticosa,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126233,24613,Active,Dryas,mountain-avens,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126244,24623,Active,Dryas drummondii,Drummond's mountain-avens,Dryas drummondii var. drummondii,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126234,24614,Active,Dryas integrifolia,Entireleaf mountain-avens,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126235,24615,Active,Dryas integrifolia ssp. integrifolia,Entireleaf mountain-avens,Dryas integrifolia ssp. chamissonis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126239,24619,Active,Dryas octopetala,Eightpetal mountain-avens,Dryas octopetala ssp. octopetala,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126245,24624,Active,Fragaria,strawberry,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126256,24634,Active,Fragaria vesca,woodland strawberry,,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126259,24637,Active,Fragaria vesca ssp. bracteata,Woodland strawberry,Fragaria crinita,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126252,24630,Active,Fragaria X ananassa,Domestic strawberry,,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126267,24644,Active,Geum,avens,Acomastylis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126272,24649,Active,Geum calthifolium,Calthaleaf avens,Acomastylis calthifolia,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126278,24654,Active,Geum macrophyllum,largeleaf avens,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,106580,195824,Active,Geum macrophyllum var. macrophyllum,Largeleaf avens,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126285,24660,Active,Geum rossii,Ross's avens,Acomastylis rossii,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,149006,500392,Active,Luetkea,,Leutkea,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,162941,503568,Active,Luetkea pectinata,Partridgefoot,Leutkea pectinata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126291,24666,Active,Potentilla,cinquefoil,Argentina,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,191375,519551,Active,Potentilla furcata,Forked cinquefoil,Potentilla hookeriana ssp. hookeriana var. furcata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127012,24714,Active,Potentilla gracilis,slender cinquefoil,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,159745,504584,Active,Potentilla nana,Arctic cinquefoil,Potentilla hyparctica ssp. nana,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127030,24730,Active,Potentilla norvegica,Norwegian cinquefoil,Potentilla monspeliensis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127036,24736,Active,Potentilla pensylvanica,Pennsylvania cinquefoil,Potentilla pseudosericea,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126304,24678,Active,Potentilla uniflora,oneflower cinquefoil,Potentilla ledebouriana,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127060,24758,Active,Potentilla vahliana,Vahl's cinquefoil,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,126305,24679,Active,Potentilla villosa,Villous cinquefoil,Potentilla nivea var. villosa,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127115,24807,Active,Rosa,Wildrose,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127121,24812,Active,Rosa acicularis,Prickly rose,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127945,24835,Active,Rosa nutkana,Nootka rose,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,125346,24538,Active,Rosaceae,roses,Rubus missouricus,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127959,24848,Active,Rubus,"blackberry, brambles",Rubus pluralis,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127960,24849,Active,Rubus arcticus,arctic raspberry,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,127962,24850,Active,Rubus chamaemorus,Cloudberry,Chamaemorus anglica,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,128870,24947,Active,Rubus idaeus,American red raspberry,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,128939,25009,Active,Rubus pedatus,Strawberryleaf raspberry,Ametron pedatum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,128986,25051,Active,Rubus spectabilis,Salmonberry,Rubus franciscanus,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120357,25299,Active,Sanguisorba,burnet,Poterium,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120361,25301,Active,Sanguisorba canadensis,Canadian burnet,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120367,25307,Active,Sibbaldia,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120368,25308,Active,Sibbaldia procumbens,creeping sibbaldia,Potentilla sibbaldii,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120371,25310,Active,Sorbaria sorbifolia,False spirea,Schizonotus sorbifolius,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120379,25318,Active,Sorbus,mountain-ash,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120388,25326,Active,Sorbus scopulina,Greene's mountain ash,Sorbus dumosa,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120389,25327,Active,Sorbus sitchensis,Western mountain ash,Sorbus tilingii,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120390,25328,Active,Spiraea,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,120397,25334,Active,Spiraea douglasii,Rose spirea,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Rosaceae,164778,505338,Active,Spiraea stevenii,Beauverd spiraea,Spiraea beauverdiana,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Urticaceae,99862,19151,Active,Urtica,nettle,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Urticaceae,99873,19152,Active,Urtica dioica,Stinging nettle,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Urticaceae,99895,19154,Active,Urtica dioica ssp. gracilis,California nettle,Urtica californica,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Rosales,Urticaceae,97122,19119,Active,Urticaceae,nettles,Cecropiaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Santalales,,131261,27840,Active,Santalales,,Anthobolales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Santalales,Santalaceae,148897,500294,Active,Geocaulon,false toadflax,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Santalales,Santalaceae,157448,502755,Active,Geocaulon lividum,False toadflax,Comandra lividum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Santalales,Santalaceae,131275,27853,Active,Santalaceae,sandalwood,Eremolepidaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Crassulaceae,122453,24097,Active,Crassulaceae,stonecrops,Cotyledonaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Crassulaceae,290319,564893,Active,Rhodiola,stonecrop,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Crassulaceae,193200,520043,Active,Rhodiola integrifolia,ledge stonecrop,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Crassulaceae,292253,566078,Active,Rhodiola integrifolia ssp. integrifolia,Ledge stonecrop,Sedum integrifolium,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Crassulaceae,122461,24103,Active,Sedum,stonecrop,Congdonia pinetorum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,121780,24094,Active,Grossulariaceae,gooseberries,Ribesiaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,124443,24448,Active,Ribes,currant,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,124450,24454,Active,Ribes bracteosum,Stink currant,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,125266,24466,Active,Ribes glandulosum,Skunk currant,Ribes prostratum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,125272,24471,Active,Ribes hudsonianum,northern black currant,Ribes petiolare,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,125277,24476,Active,Ribes lacustre,Prickly currant,Limnobotrya lacustris,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,125279,24478,Active,Ribes laxiflorum,Trailing black currant,Ribes coloradense,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Grossulariaceae,125309,24504,Active,Ribes triste,Red currant,Ribes rubrum var. alaskanum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Haloragaceae,125176,27043,Active,Myriophyllum farwellii,Farwell's watermilfoil,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Haloragaceae,161492,503906,Active,Myriophyllum sibiricum,Shortspike watermilfoil,Myriophyllum exalbescens,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Haloragaceae,125173,27040,Active,Myriophyllum verticillatum,Whorl-leaf watermilfoil,Myriophyllum verticillatum var. intermedium,Accepted,No,Approved,Present,,Native,,Unknown,,,,http://arctos.database.museum/guid/UAM:Herb:4658,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,122554,24188,Active,Chrysosplenium,golden saxifrage,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,122555,24189,Active,Chrysosplenium tetrandrum,Northern golden saxifrage,Chrysosplenium alternifolium ssp. tetrandrum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,124320,24337,Active,Heuchera,alumroot,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,124336,24351,Active,Heuchera glabra,Alpine heuchera,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,124372,24384,Active,Leptarrhena,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,124373,24385,Active,Leptarrhena pyrolifolia,Fireleaf leptarrhena,Lepuropetalon amplexifolium,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,124395,24404,Active,Mitella,"bishop's-cap, miterwort",,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,122583,24213,Active,Saxifraga,saxifrage,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,123386,24215,Active,Saxifraga bronchialis,yellowdot saxifrage,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,123389,24218,Active,Saxifraga bronchialis ssp. funstonii,Funston's saxifrage,Saxifraga firma,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,123447,24270,Active,Saxifraga flagellaris ssp. platysepala,Whiplash saxifrage,Saxifraga platysepala,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,123403,24230,Active,Saxifraga oppositifolia,Purple mountain saxifrage,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,123420,24246,Active,Saxifraga tricuspidata,Three toothed saxifrage,Leptasea tricuspidata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,122553,24187,Active,Saxifragaceae,saxifrages,Chrysospleniaceae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,125336,24529,Active,Tiarella,foamflower,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Saxifragales,Saxifragaceae,125339,24531,Active,Tiarella trifoliata,Threeleaf foamflower,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Vascular Plant,6,Solanales,,157875,500033,Active,Solanales,,Cestrales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,,,43346,14189,Active,Bryophyta,"hornworts, mosses, non-vascular land plants",Anacrogynae,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Andreaeales,Andreaeaceae,255221,549328,Active,Andreaea rothii var. rothii,Roth's andreaea moss,Andreaea rupestris,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bartramiales,Bartramiaceae,62814,16091,Active,Bartramia pomiformis,bartramia moss,Bartramia circinnulata,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bartramiales,Bartramiaceae,63952,16097,Active,Conostomum tetragonum,conostomum moss,Conostomum boreale,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bryales,,62927,15954,Active,Bryales,,Eubryales,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bryales,Bryaceae,62949,15956,Active,Bryaceae,,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bryales,Bryaceae,62960,15957,Active,Bryum,bryum moss,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
"Alaska Region, Region 7",FF07RKNA00,Kenai National Wildlife Refuge,Non-vascular Plant,7,Bryales,Bryaceae,65159,15974,Active,Bryum caespiticium,dry calcareous bryum moss,Bryum submuticum,Accepted,No,Approved,Present,,Native,,Unknown,,,,,
